name,short_description,long_description,description,age_rating,image_url,category,release_date,developer,developer_logo_url
Lollipop Chainsaw,Lollipop Chainsaw is the 'un-deadly' story of sweet and killer zombie hunter Juliet Starling and her quest to uncover the root of a colossal zombie outbreak,"Lollipop Chainsaw is the 'un-deadly' story of sweet and killer zombie hunter Juliet Starling and her quest to uncover the root of a colossal zombie outbreak. With her wickedly awesome chainsaw in hand, Juliet slices, dices and splits her way through hordes of the undead, but soon realizes the horde is only the opening act to a festival of zombie rock lords determined to kill the chainsaw wielding cheerleader.","Lollipop Chainsaw is the 'un-deadly' story of sweet and killer zombie hunter Juliet Starling and her quest to uncover the root of a colossal zombie outbreak. With her wickedly awesome chainsaw in hand, Juliet slices, dices and splits her way through hordes of the undead, but soon realizes the horde is only the opening act to a festival of zombie rock lords determined to kill the chainsaw wielding cheerleader.",11,//images.igdb.com/igdb/image/upload/t_thumb/co3kr3.jpg,Hack and slash/Beat 'em up,1339459200.0,Grasshopper Manufacture,//images.igdb.com/igdb/image/upload/t_thumb/oiayyvyedbzivzry6xxh.jpg
Limbo,Limbo is a black and white puzzle-platforming adventure,Limbo is a black and white puzzle-platforming adventure. Play the role of a young boy traveling through an eerie and treacherous world in an attempt to discover the fate of his sister.,Limbo is a black and white puzzle-platforming adventure. Play the role of a young boy traveling through an eerie and treacherous world in an attempt to discover the fate of his sister.,4,//images.igdb.com/igdb/image/upload/t_thumb/co1qrs.jpg,Platform,1279670400.0,Microsoft Game Studios,//images.igdb.com/igdb/image/upload/t_thumb/nbgp6nfrvm9j7zr5uarc.jpg
Hotline Miami,"A top-down slasher/shooter with unlockable gameplay-altering masks and weapons, featuring a neon-flavoured electronic aesthetic, in which a hitman receives anonymous calls ordering him to travel to certain residences and crime dens and massacre those within, as he stumbles through unreal visions and inconsistencies without any answers to how, why or who","A top-down slasher/shooter with unlockable gameplay-altering masks and weapons, featuring a neon-flavoured electronic aesthetic, in which a hitman receives anonymous calls ordering him to travel to certain residences and crime dens and massacre those within, as he stumbles through unreal visions and inconsistencies without any answers to how, why or who.","A top-down slasher/shooter with unlockable gameplay-altering masks and weapons, featuring a neon-flavoured electronic aesthetic, in which a hitman receives anonymous calls ordering him to travel to certain residences and crime dens and massacre those within, as he stumbles through unreal visions and inconsistencies without any answers to how, why or who.",4,//images.igdb.com/igdb/image/upload/t_thumb/co1vqp.jpg,Shooter,1350950400.0,Dennaton Games,//images.igdb.com/igdb/image/upload/t_thumb/fznftjoltnqztlolk6rf.jpg
Dead or Alive 4,"Dead or Alive 4 is a fighting game and the fourth major title in the Dead or Alive video game series, its plot following the events of the 2001 title Dead or Alive 3","Dead or Alive 4 is a fighting game and the fourth major title in the Dead or Alive video game series, its plot following the events of the 2001 title Dead or Alive 3. Dead or Alive 4 features 22 playable characters and many multi-tiered and interactive fighting arenas. DOA4 has a number of updates in reference to previous titles. Characters' move lists have been vastly updated and four new characters have been added to the fighting roster, with returns from a couple of past characters as well. The counter system has been tightened, making the window for counters shorter and more difficult to execute, and the amount of damage that counters inflict has been changed.","Dead or Alive 4 is a fighting game and the fourth major title in the Dead or Alive video game series, its plot following the events of the 2001 title Dead or Alive 3. Dead or Alive 4 features 22 playable characters and many multi-tiered and interactive fighting arenas. DOA4 has a number of updates in reference to previous titles. Characters' move lists have been vastly updated and four new characters have been added to the fighting roster, with returns from a couple of past characters as well. The counter system has been tightened, making the window for counters shorter and more difficult to execute, and the amount of damage that counters inflict has been changed.",11,//images.igdb.com/igdb/image/upload/t_thumb/co2szo.jpg,Fighting,1135814400.0,Team Ninja,//images.igdb.com/igdb/image/upload/t_thumb/hhtghiazexa5izu6usbu.jpg
Dead or Alive Xtreme 2,Dead or Alive Xtreme 2 is a sports spin-off game in the Dead or Alive series and the sequel to Dead or Alive Xtreme Beach Volleyball,"Dead or Alive Xtreme 2 is a sports spin-off game in the Dead or Alive series and the sequel to Dead or Alive Xtreme Beach Volleyball. The title expands upon the activities available in the original, supplementing beach volleyball with additional beach-related minigames. DOAX2 features a two-week vacation mode, where the player can indulge in a variety of activities. Each day is broken up into three segments (morning, afternoon, and evening), where players can perform a single activity during each. The game puts a strong emphasis on friendship; players must befriend the other girls by buying them gifts they enjoy from the various stores on the island, playing pool-hopping and playing butt battles. Doing so will increase the bond between the two characters.","Dead or Alive Xtreme 2 is a sports spin-off game in the Dead or Alive series and the sequel to Dead or Alive Xtreme Beach Volleyball. The title expands upon the activities available in the original, supplementing beach volleyball with additional beach-related minigames. DOAX2 features a two-week vacation mode, where the player can indulge in a variety of activities. Each day is broken up into three segments (morning, afternoon, and evening), where players can perform a single activity during each. The game puts a strong emphasis on friendship; players must befriend the other girls by buying them gifts they enjoy from the various stores on the island, playing pool-hopping and playing butt battles. Doing so will increase the bond between the two characters.",11,//images.igdb.com/igdb/image/upload/t_thumb/co49m7.jpg,Fighting,1163376000.0,"Tecmo Co., Ltd.",
Dead or Alive Paradise,Dead or Alive Paradise is a port and a remake of the 2006 game Dead or Alive Xtreme 2 and a part of the Dead or Alive series,Dead or Alive Paradise is a port and a remake of the 2006 game Dead or Alive Xtreme 2 and a part of the Dead or Alive series. It is the first game in the series to be released for the portable game system. It is also the first game in the series not to be developed by Team Ninja. The game expands upon the activities available in the original which consisted of mainly beach-related minigames.,Dead or Alive Paradise is a port and a remake of the 2006 game Dead or Alive Xtreme 2 and a part of the Dead or Alive series. It is the first game in the series to be released for the portable game system. It is also the first game in the series not to be developed by Team Ninja. The game expands upon the activities available in the original which consisted of mainly beach-related minigames.,11,//images.igdb.com/igdb/image/upload/t_thumb/co49m8.jpg,Simulator,1269907200.0,Project Venus,
Dead or Alive: Dimensions,Dead or Alive: Dimensions is a fighting game developed for the Nintendo 3DS,"Dead or Alive: Dimensions is a fighting game developed for the Nintendo 3DS. It is the 5th game in the Dead or Alive series and the first to be released on a Nintendo system. Dimensions has 26 playable characters, more than any previous installment in the franchise had to offer, and uses a modified engine of Dead or Alive 4. The story of the game is a brief version of the stories of the previous four main Dead or Alive games. The 3DS's touch screen is used for executing special fighting moves for his or her character, while the top screen is used for displaying the fight.","Dead or Alive: Dimensions is a fighting game developed for the Nintendo 3DS. It is the 5th game in the Dead or Alive series and the first to be released on a Nintendo system. Dimensions has 26 playable characters, more than any previous installment in the franchise had to offer, and uses a modified engine of Dead or Alive 4. The story of the game is a brief version of the stories of the previous four main Dead or Alive games. The 3DS's touch screen is used for executing special fighting moves for his or her character, while the top screen is used for displaying the fight.",10,//images.igdb.com/igdb/image/upload/t_thumb/co2t2s.jpg,Fighting,1305763200.0,Koei Tecmo Games,//images.igdb.com/igdb/image/upload/t_thumb/xuzi6vyb4x2rg67eezs5.jpg
Phoenix Wright: Ace Attorney − Dual Destinies,"Dual Destinies continues the style of gameplay from previous installments, in which the player must utilize evidence and find contradictions in witness statements to prove their client innocent","Dual Destinies continues the style of gameplay from previous installments, in which the player must utilize evidence and find contradictions in witness statements to prove their client innocent. Like previous installments, gameplay is split up between Investigations, in which players find evidence and question witnesses, and Trials, where they must use the evidence to expose contradictions. The game now features full 3D graphics and character models, allowing more dynamic camera angles during gameplay, such as quickly panning around the courtroom in the moments before a dramatic reveal. The 3D camera also allows investigation sequences to take place in 3D spaces, permitting greater investigative depth, such as being able to rotate around a room to look for clues.","Dual Destinies continues the style of gameplay from previous installments, in which the player must utilize evidence and find contradictions in witness statements to prove their client innocent. Like previous installments, gameplay is split up between Investigations, in which players find evidence and question witnesses, and Trials, where they must use the evidence to expose contradictions. The game now features full 3D graphics and character models, allowing more dynamic camera angles during gameplay, such as quickly panning around the courtroom in the moments before a dramatic reveal. The 3D camera also allows investigation sequences to take place in 3D spaces, permitting greater investigative depth, such as being able to rotate around a room to look for clues.",11,//images.igdb.com/igdb/image/upload/t_thumb/co27xe.jpg,Puzzle,1374710400.0,Capcom,//images.igdb.com/igdb/image/upload/t_thumb/cl317.jpg
Front Mission Evolved,"The first of its kind in the series, FRONT MISSION EVOLVED is an action-packed Third-Person Shooter and the next instalment in the classic FRONT MISSION franchise","The first of its kind in the series, FRONT MISSION EVOLVED is an action-packed Third-Person Shooter and the next instalment in the classic FRONT MISSION franchise. Players will take full control of the Wanzer, a massive humanoid, fully customizable war machine, in single player campaign and online multi-player. 
 
Featuring Hollywood style production values and a totally immersive storyline, players are thrust deep into a swirl of destruction, conspiracy and crumbling alliances, and battle through intense combat situations as man strives to create the ultimate humanoid fighting machine in a war against terror.","The first of its kind in the series, FRONT MISSION EVOLVED is an action-packed Third-Person Shooter and the next instalment in the classic FRONT MISSION franchise. Players will take full control of the Wanzer, a massive humanoid, fully customizable war machine, in single player campaign and online multi-player. 
 
Featuring Hollywood style production values and a totally immersive storyline, players are thrust deep into a swirl of destruction, conspiracy and crumbling alliances, and battle through intense combat situations as man strives to create the ultimate humanoid fighting machine in a war against terror.",4,//images.igdb.com/igdb/image/upload/t_thumb/co2jem.jpg,Shooter,1284595200.0,Square Enix,//images.igdb.com/igdb/image/upload/t_thumb/yqsot4fytthxblnyvcia.jpg
Wario Land II,What kind of no-good ruffians would break into my castle and steal my treasures?! It's that rotten Captain Syrup and that Black Sugar Gang! I'm looking out for bad guys and scavenging for coins as I track down my treasures,"What kind of no-good ruffians would break into my castle and steal my treasures?! It's that rotten Captain Syrup and that Black Sugar Gang! I'm looking out for bad guys and scavenging for coins as I track down my treasures. If I don't get them all the first time, that's OK. I can go back again and again until I find them all. Captain Syrup doesn't stand a chance against me!","What kind of no-good ruffians would break into my castle and steal my treasures?! It's that rotten Captain Syrup and that Black Sugar Gang! I'm looking out for bad guys and scavenging for coins as I track down my treasures. If I don't get them all the first time, that's OK. I can go back again and again until I find them all. Captain Syrup doesn't stand a chance against me!",8,//images.igdb.com/igdb/image/upload/t_thumb/co4qfz.jpg,Platform,908928000.0,Nintendo,//images.igdb.com/igdb/image/upload/t_thumb/tglfbjdfbwjs6twvz6ga.jpg
Wario World,"While Wario enjoys the riches from his many adventures, a mysterious black jewel in his trove transforms gems into monsters","While Wario enjoys the riches from his many adventures, a mysterious black jewel in his trove transforms gems into monsters. Now, Wario must scramble to recover his riches in an alternate world filled with quirky puzzles, swarming enemies, and lots of loot. As Wario, you'll punch, kick, jump, grab monsters and objects, and inhale surrounding coins like a vacuum cleaner. You must cling to 3D balls to fight bosses, find hidden areas through trap doors, and bash your surroundings to uncover secrets.","While Wario enjoys the riches from his many adventures, a mysterious black jewel in his trove transforms gems into monsters. Now, Wario must scramble to recover his riches in an alternate world filled with quirky puzzles, swarming enemies, and lots of loot. As Wario, you'll punch, kick, jump, grab monsters and objects, and inhale surrounding coins like a vacuum cleaner. You must cling to 3D balls to fight bosses, find hidden areas through trap doors, and bash your surroundings to uncover secrets.",8,//images.igdb.com/igdb/image/upload/t_thumb/co21c4.jpg,Platform,1056067200.0,Nintendo,//images.igdb.com/igdb/image/upload/t_thumb/tglfbjdfbwjs6twvz6ga.jpg
Painkiller: Hell & Damnation,"Painkiller: Hell & Damnation is both remake and sequel of the first-person shooter video game Painkiller, developed by The Farm 51 and published by Nordic Games","Painkiller: Hell & Damnation is both remake and sequel of the first-person shooter video game Painkiller, developed by The Farm 51 and published by Nordic Games.","Painkiller: Hell & Damnation is both remake and sequel of the first-person shooter video game Painkiller, developed by The Farm 51 and published by Nordic Games.",5,//images.igdb.com/igdb/image/upload/t_thumb/co1uyo.jpg,Shooter,1351641600.0,The Farm 51,//images.igdb.com/igdb/image/upload/t_thumb/cl1em.jpg
Killzone 2,"Two years after the Helghast assault on Vekta, the ISA is taking the fight to the enemy's home world of Helghan","Two years after the Helghast assault on Vekta, the ISA is taking the fight to the enemy's home world of Helghan. The ISA goal is direct: capture the Helghast leader, Emperor Visari, and bring the Helghast war machine to a halt. Assuming the role of Sev, a battle-hardened veteran and a member of the Special Forces unit Alpha Team, the player must lead a group of highly trained soldiers on a mission to take out the Helghast threat.","Two years after the Helghast assault on Vekta, the ISA is taking the fight to the enemy's home world of Helghan. The ISA goal is direct: capture the Helghast leader, Emperor Visari, and bring the Helghast war machine to a halt. Assuming the role of Sev, a battle-hardened veteran and a member of the Special Forces unit Alpha Team, the player must lead a group of highly trained soldiers on a mission to take out the Helghast threat.",11,//images.igdb.com/igdb/image/upload/t_thumb/co3j9z.jpg,Shooter,1235520000.0,Guerrilla Games,//images.igdb.com/igdb/image/upload/t_thumb/cl3w8.jpg
Killzone 3,"Visari is gone, but the war is far from over","Visari is gone, but the war is far from over. Helghast forces have mounted a devastating counter-attack, prompting the ISA evacuation of planet Helghan. As new Helghast battalions with more powerful weapons appear, the ISA find themselves outmanned, outgunned and surrounded. The player reassumes the role of Sev, a surviving member of the Special Forces unit Alpha Squad, who must fight against vindictive, merciless enemy forces in a desperate attempt to escape Helghan alive.","Visari is gone, but the war is far from over. Helghast forces have mounted a devastating counter-attack, prompting the ISA evacuation of planet Helghan. As new Helghast battalions with more powerful weapons appear, the ISA find themselves outmanned, outgunned and surrounded. The player reassumes the role of Sev, a surviving member of the Special Forces unit Alpha Squad, who must fight against vindictive, merciless enemy forces in a desperate attempt to escape Helghan alive.",11,//images.igdb.com/igdb/image/upload/t_thumb/co2mer.jpg,Shooter,1298332800.0,Guerrilla Games,//images.igdb.com/igdb/image/upload/t_thumb/cl3w8.jpg
Cyberpunk 2077,"Cyberpunk 2077 is an open-world, action-adventure story set in Night City, a megalopolis obsessed with power, glamour and body modification","Cyberpunk 2077 is an open-world, action-adventure story set in Night City, a megalopolis obsessed with power, glamour and body modification. You play as V, a mercenary outlaw going after a one-of-a-kind implant that is the key to immortality. You can customize your character’s cyberware, skillset and playstyle, and explore a vast city where the choices you make shape the story and the world around you.","Cyberpunk 2077 is an open-world, action-adventure story set in Night City, a megalopolis obsessed with power, glamour and body modification. You play as V, a mercenary outlaw going after a one-of-a-kind implant that is the key to immortality. You can customize your character’s cyberware, skillset and playstyle, and explore a vast city where the choices you make shape the story and the world around you.",5,//images.igdb.com/igdb/image/upload/t_thumb/co4hk8.jpg,Role-playing (RPG),1607472000.0,QLOC,//images.igdb.com/igdb/image/upload/t_thumb/kxbpxsybdxivz09j9cku.jpg
Homefront,"Featuring a compelling single player story crafted by John Milius (Apocalypse Now, Red Dawn), Homefront immerses gamers in an interactive and cinematic FPS experience where they will assume an infantry role or take command of a wide variety of aerial and ground vehicles","Featuring a compelling single player story crafted by John Milius (Apocalypse Now, Red Dawn), Homefront immerses gamers in an interactive and cinematic FPS experience where they will assume an infantry role or take command of a wide variety of aerial and ground vehicles. In addition to the single-player experience, Homefront will deliver a robust multiplayer experience. In a land stripped of freedom, the brave will fight for their home.","Featuring a compelling single player story crafted by John Milius (Apocalypse Now, Red Dawn), Homefront immerses gamers in an interactive and cinematic FPS experience where they will assume an infantry role or take command of a wide variety of aerial and ground vehicles. In addition to the single-player experience, Homefront will deliver a robust multiplayer experience. In a land stripped of freedom, the brave will fight for their home.",11,//images.igdb.com/igdb/image/upload/t_thumb/co2j9b.jpg,Shooter,1300147200.0,THQ,//images.igdb.com/igdb/image/upload/t_thumb/qey7txim2mgkrwdmgefo.jpg
Homefront: The Revolution,Homefront: The Revolution is an open-world first person shooter where you must lead the Resistance movement in guerrilla warfare against a superior military force,"Homefront: The Revolution is an open-world first person shooter where you must lead the Resistance movement in guerrilla warfare against a superior military force.A living, breathing, open world responds to your actions - you and your Resistance Cell can inspire a rebellion on the streets and turn Occupation into Revolution, as oppressed civilians take up the fight.","Homefront: The Revolution is an open-world first person shooter where you must lead the Resistance movement in guerrilla warfare against a superior military force.A living, breathing, open world responds to your actions - you and your Resistance Cell can inspire a rebellion on the streets and turn Occupation into Revolution, as oppressed civilians take up the fight.",5,//images.igdb.com/igdb/image/upload/t_thumb/co1ksh.jpg,Shooter,1463443200.0,Deep Silver Dambuster,//images.igdb.com/igdb/image/upload/t_thumb/wakd3rlzzumnyczrvwhi.jpg
Dragon Age: Inquisition,Dragon Age: Inquisition is a role-playing game and the third main game in the Dragon Age series,"Dragon Age: Inquisition is a role-playing game and the third main game in the Dragon Age series. It is set in the Thedas continent, the same fantasy world as the two previous games. It consist of two large countries: Ferelden (from Dragon Age: Origins) and Orlais, as well as the land inbetween.

True to the spirit of the series the character can be customized for appearance, sex, class and race. The available races are dwarf, elf, human, and Qunari and the classes are mage, rogue, and warrior with three specializations each. To grow the Inquisition experience needs to be earned by completing quests, which allows the player to further define allegiances and pursue romances.

A custom party can be defined and each member benefits from experience as it opens up access to better weapons and more abilities. Power points open up new areas and Inquisition points define the influence over the region; each new level provides a perk that benefits the entire Inquisition.","Dragon Age: Inquisition is a role-playing game and the third main game in the Dragon Age series. It is set in the Thedas continent, the same fantasy world as the two previous games. It consist of two large countries: Ferelden (from Dragon Age: Origins) and Orlais, as well as the land inbetween.

True to the spirit of the series the character can be customized for appearance, sex, class and race. The available races are dwarf, elf, human, and Qunari and the classes are mage, rogue, and warrior with three specializations each. To grow the Inquisition experience needs to be earned by completing quests, which allows the player to further define allegiances and pursue romances.

A custom party can be defined and each member benefits from experience as it opens up access to better weapons and more abilities. Power points open up new areas and Inquisition points define the influence over the region; each new level provides a perk that benefits the entire Inquisition.",11,//images.igdb.com/igdb/image/upload/t_thumb/co2mvy.jpg,Role-playing (RPG),1416268800.0,Electronic Arts,//images.igdb.com/igdb/image/upload/t_thumb/i9s3h5sqtvzisfwik1za.jpg
Fortnite,"Fortnite is the completely free online game where you and your friends fight to be the last one standing in Battle Royale, join forces to make your own Creative games, or catch a live show at Party Royale","Fortnite is the completely free online game where you and your friends fight to be the last one standing in Battle Royale, join forces to make your own Creative games, or catch a live show at Party Royale.","Fortnite is the completely free online game where you and your friends fight to be the last one standing in Battle Royale, join forces to make your own Creative games, or catch a live show at Party Royale.",10,//images.igdb.com/igdb/image/upload/t_thumb/co2ekt.jpg,Shooter,1500940800.0,People Can Fly,//images.igdb.com/igdb/image/upload/t_thumb/cl2yv.jpg
Warface,Join a five soldier team and take the fight to Blackwood across the globe,"Join a five soldier team and take the fight to Blackwood across the globe. Your team will have to master each class's special abilities in order to come out victorious. Missions and location are renewed on a daily basis and can be played on each difficulty: Regular, Skilled, or Hardcore.","Join a five soldier team and take the fight to Blackwood across the globe. Your team will have to master each class's special abilities in order to come out victorious. Missions and location are renewed on a daily basis and can be played on each difficulty: Regular, Skilled, or Hardcore.",4,//images.igdb.com/igdb/image/upload/t_thumb/co1nza.jpg,Shooter,1382313600.0,Crytek Kiev,
Lost Planet 2,"Lost Planet 2, the sequel to Lost Planet: Extreme Condition, the landmark third-person shooter that sold over 2","Lost Planet 2, the sequel to Lost Planet: Extreme Condition, the landmark third-person shooter that sold over 2.3 million units worldwide.","Lost Planet 2, the sequel to Lost Planet: Extreme Condition, the landmark third-person shooter that sold over 2.3 million units worldwide.",4,//images.igdb.com/igdb/image/upload/t_thumb/co2qlk.jpg,Shooter,1273536000.0,Capcom,//images.igdb.com/igdb/image/upload/t_thumb/cl317.jpg
Lost Planet 3,"The extreme and unpredictable conditions that characterized the Lost Planet series return, harsher than ever before","The extreme and unpredictable conditions that characterized the Lost Planet series return, harsher than ever before. Lost Planet 3 reveals new truths about the foreboding planet and the colonial history of E.D.N. III.

Lost Planet 3 introduces Jim Peyton, a rig pilot who leaves Earth to take on a hazardous but lucrative contract on E.D.N. III. Working for Neo-Venus Construction (NEVEC) who are preparing the planet for colonization, Jim joins his fellow pioneers at the Coronis base and begins surveying the uncharted terrain and obtaining samples of the planet’s energy supply – Thermal Energy.

With NEVEC’s existing Thermal Energy reserve running low the fate of the Coronis mission depends on the natural source of the energy supply being located. Realizing that this is a great opportunity for a huge pay-off and early ticket home to his family, Jim braves the risk of the treacherous environment and threat of the indigenous Akrid.

Acting as a home away from home and boasting an array of tools that can assist Jim on the field, the utility rig provides Jim’s safety and is essential not only for his contract work but also his protection against the ever-changing climate.

Lost Planet 3 will deliver a diverse range of gameplay including on-foot battles and intense first person action. With a number of multiplayer modes and a compelling single player experience, Lost Planet 3 will delve deeper into the Lost Planet universe, uncovering hidden truths within the unique and dynamic environment of E.D.N. III.","The extreme and unpredictable conditions that characterized the Lost Planet series return, harsher than ever before. Lost Planet 3 reveals new truths about the foreboding planet and the colonial history of E.D.N. III.

Lost Planet 3 introduces Jim Peyton, a rig pilot who leaves Earth to take on a hazardous but lucrative contract on E.D.N. III. Working for Neo-Venus Construction (NEVEC) who are preparing the planet for colonization, Jim joins his fellow pioneers at the Coronis base and begins surveying the uncharted terrain and obtaining samples of the planet’s energy supply – Thermal Energy.

With NEVEC’s existing Thermal Energy reserve running low the fate of the Coronis mission depends on the natural source of the energy supply being located. Realizing that this is a great opportunity for a huge pay-off and early ticket home to his family, Jim braves the risk of the treacherous environment and threat of the indigenous Akrid.

Acting as a home away from home and boasting an array of tools that can assist Jim on the field, the utility rig provides Jim’s safety and is essential not only for his contract work but also his protection against the ever-changing climate.

Lost Planet 3 will deliver a diverse range of gameplay including on-foot battles and intense first person action. With a number of multiplayer modes and a compelling single player experience, Lost Planet 3 will delve deeper into the Lost Planet universe, uncovering hidden truths within the unique and dynamic environment of E.D.N. III.",4,//images.igdb.com/igdb/image/upload/t_thumb/co2w7n.jpg,Shooter,1377561600.0,Capcom,//images.igdb.com/igdb/image/upload/t_thumb/cl317.jpg
Killzone: Shadow Fall,"The game is set in a near future, thirty years after the events of Killzone 3","The game is set in a near future, thirty years after the events of Killzone 3.

The world is a very different place; two rival factions known as the Helghast and the Vektans live side by side in a futuristic city, divided by a vast wall.

From responding to bold attacks, to quiet infiltrations or all out combat, you will be required to adapt and think on your feet as you have to face a variety of escalating events that could destroy your home world.","The game is set in a near future, thirty years after the events of Killzone 3.

The world is a very different place; two rival factions known as the Helghast and the Vektans live side by side in a futuristic city, divided by a vast wall.

From responding to bold attacks, to quiet infiltrations or all out combat, you will be required to adapt and think on your feet as you have to face a variety of escalating events that could destroy your home world.",11,//images.igdb.com/igdb/image/upload/t_thumb/co1v40.jpg,Shooter,1384473600.0,"Sony Computer Entertainment, Inc. (SCEI)",//images.igdb.com/igdb/image/upload/t_thumb/djkfinra1pds0bnz83gt.jpg
inFAMOUS: Second Son,"inFAMOUS Second Son, a PlayStation 4 exclusive , brings you an action adventure game where surrounded by a society that fears them, superhumans are ruthlessly hunted down and caged by the Department of Unified Protection","inFAMOUS Second Son, a PlayStation 4 exclusive , brings you an action adventure game where surrounded by a society that fears them, superhumans are ruthlessly hunted down and caged by the Department of Unified Protection. Step into a locked-down Seattle as Delsin Rowe, who has recently discovered his superhuman power and is now capable of fighting back against the oppressive DUP. Enjoy your power as you choose how you will push your awesome abilities to the limit and witness the consequences of your actions as they affect the city and people around you.","inFAMOUS Second Son, a PlayStation 4 exclusive , brings you an action adventure game where surrounded by a society that fears them, superhumans are ruthlessly hunted down and caged by the Department of Unified Protection. Step into a locked-down Seattle as Delsin Rowe, who has recently discovered his superhuman power and is now capable of fighting back against the oppressive DUP. Enjoy your power as you choose how you will push your awesome abilities to the limit and witness the consequences of your actions as they affect the city and people around you.",10,//images.igdb.com/igdb/image/upload/t_thumb/co1izy.jpg,Shooter,1395360000.0,Sucker Punch Productions,//images.igdb.com/igdb/image/upload/t_thumb/ocslftmxjx7qzjie63qk.jpg
The Witcher 3: Wild Hunt,"RPG and sequel to The Witcher 2 (2011), The Witcher 3 follows witcher Geralt of Rivia as he seeks out his former lover and his young subject while intermingling with the political workings of the wartorn Northern Kingdoms","RPG and sequel to The Witcher 2 (2011), The Witcher 3 follows witcher Geralt of Rivia as he seeks out his former lover and his young subject while intermingling with the political workings of the wartorn Northern Kingdoms. Geralt has to fight monsters and deal with people of all sorts in order to solve complex problems and settle contentious disputes, each ranging from the personal to the world-changing.","RPG and sequel to The Witcher 2 (2011), The Witcher 3 follows witcher Geralt of Rivia as he seeks out his former lover and his young subject while intermingling with the political workings of the wartorn Northern Kingdoms. Geralt has to fight monsters and deal with people of all sorts in order to solve complex problems and settle contentious disputes, each ranging from the personal to the world-changing.",5,//images.igdb.com/igdb/image/upload/t_thumb/co1wyy.jpg,Role-playing (RPG),1431993600.0,WB Games,//images.igdb.com/igdb/image/upload/t_thumb/g9tnegvapwh3rr78xhjd.jpg
Battlefield 4,"Battlefield 4 is the genre-defining action blockbuster created by Dice, and made from moments that blur the line between game and glory, moments found only in Battlefield","Battlefield 4 is the genre-defining action blockbuster created by Dice, and made from moments that blur the line between game and glory, moments found only in Battlefield. Go to Boot Camp to learn the basics of Battlefield 4's engaging single player and intense multiplayer mode. Here you'll also find intel on Levolution, Commander Mode, Naval Warfare and many more exciting game features.","Battlefield 4 is the genre-defining action blockbuster created by Dice, and made from moments that blur the line between game and glory, moments found only in Battlefield. Go to Boot Camp to learn the basics of Battlefield 4's engaging single player and intense multiplayer mode. Here you'll also find intel on Levolution, Commander Mode, Naval Warfare and many more exciting game features.",11,//images.igdb.com/igdb/image/upload/t_thumb/co1nmf.jpg,Shooter,1383004800.0,EA Digital Illusions CE,//images.igdb.com/igdb/image/upload/t_thumb/srtuszl5jkb0ykhzyt6l.jpg
Saints Row IV,"Unlike the first three games in the franchise, Saints Row 4 does not center around the main character defeating three rival gangs in order to take over a city","Unlike the first three games in the franchise, Saints Row 4 does not center around the main character defeating three rival gangs in order to take over a city. The Saints have now become a household name, and their leader has become the president of the Unites States. The antagonists in Saints Row 4 are an invading alien race known as the Zin. Most of the game takes place within a computer simulation of the city of Steelport controlled by the Zin, where the protagonist is attempting to free himself and his companions.","Unlike the first three games in the franchise, Saints Row 4 does not center around the main character defeating three rival gangs in order to take over a city. The Saints have now become a household name, and their leader has become the president of the Unites States. The antagonists in Saints Row 4 are an invading alien race known as the Zin. Most of the game takes place within a computer simulation of the city of Steelport controlled by the Zin, where the protagonist is attempting to free himself and his companions.",11,//images.igdb.com/igdb/image/upload/t_thumb/co1nrn.jpg,Shooter,1376870400.0,High Voltage Software,//images.igdb.com/igdb/image/upload/t_thumb/cl25u.jpg
Metal Gear Solid V: The Phantom Pain,"The 5th installment of the Metal Gear Solid saga, Metal Gear Solid V: The Phantom Pain continues the story of Big Boss (aka Naked Snake, aka David), connecting the story lines from Metal Gear Solid: Peace Walker, Metal Gear Solid: Ground Zeroes, and the rest of the Metal Gear Universe","The 5th installment of the Metal Gear Solid saga, Metal Gear Solid V: The Phantom Pain continues the story of Big Boss (aka Naked Snake, aka David), connecting the story lines from Metal Gear Solid: Peace Walker, Metal Gear Solid: Ground Zeroes, and the rest of the Metal Gear Universe.","The 5th installment of the Metal Gear Solid saga, Metal Gear Solid V: The Phantom Pain continues the story of Big Boss (aka Naked Snake, aka David), connecting the story lines from Metal Gear Solid: Peace Walker, Metal Gear Solid: Ground Zeroes, and the rest of the Metal Gear Universe.",11,//images.igdb.com/igdb/image/upload/t_thumb/co1v85.jpg,Shooter,1441065600.0,Kojima Productions,//images.igdb.com/igdb/image/upload/t_thumb/cl2v5.jpg
